1 abacus   n. 算盘
2637 prefer  v. 较喜欢,宁可,提出

2638 preference  n. 偏爱,优先,喜爱物

2639 preferred  首选的

2640 pre-fetch  预取

2641 prefix  n. 前缀; vt. 加...作为前缀,置于前面

2642 prefix notation  前缀表示法

2643 prelude  n. 序幕,前奏

2644 preparation  n. 准备

2645 preprocess  预处理

2646 preprocessor  预处理程序,预处理器

2647 pre-production  前期制作

2648 prepunch  预先穿孔

2649 prerequisite  n. 先决条件

2650 presence  n. 出席,在场

2651 presentation  n. 陈述,介绍,赠与; n. [美]讲课,报告

2652 preserve  v. 保护,保持,维持,防腐,做蜜饯

2653 preset  v. 事先调整

2654 press  n. 新闻界,压力; v. 按,压

2655 pressing  a. 紧迫的,紧急的,切实的; vbl. 压迫

2656 prestore  预存储

2657 presumption  n. 推测,可能性

2658 prevent  v. 预防,防止

2659 prevent changes  防止修改

2660 preview  n. 事先查看,查阅; v. 事先查看,查阅

2661 previous  a. 在...之前,先,前,以前的

2662 previously  ad. 以前(预先)

2663 price  n. 价格,代价,价值; v. 定...的价格,标价

2664 primarily  ad. 首先,主要地

2665 primary  n. 最主要者; a. 主要的,初期的,根本的

2666 prime  a. 首要的,最好的; n. 青春,壮年,全盛时期

2667 prime index  主索引

2668 primitive  a. 原始的; n. 原始人

2669 principal   a. 主要的; n. 负责人,校长,资本

2670 print  n. 版,印刷物,印迹; v. 印刷,出版,打印

2671 printable  可印刷的

2672 printer  n. 打印机

2673 printing  n. 印刷,印刷术; vbl. 印刷

2674 printout  打印输出

2675 prior  a. 更重要的,较早的,在先的; ad. 居先

2676 privacy  n. 隐私,隐居,秘密

2677 private  a. 私人的; n. 士兵

2678 private folder  私人文件夹

2679 privilege  n. 特权,特别恩典,基本人权; v. 给与...特权

2680 privileged  a. 有特权的

2681 probabilistic  概率性的

2682 probable  a. 很可能的; n. 很可能的事

2683 probably  ad. 大概,或许

2684 problem  a. 成问题的; n. 问题

2685 procedural  a. 程序的

2686 procedure  n. 程序,手续,步骤

2687 proceed  v. 著手进行,继续进行

2688 process  n. 过程; v. 加工; vi. 列队前进; vt. 加工,处理

2689 processing  n.&adj.加工(的)

2690 processor  n. 处理器,处理机

2691 produce  n. 产品,农产品; v. 产生,生产,提出

2692 product  n. 产品,成果,乘积

2693 production  n. 生产,产品, 作品,成果

2694 production level video  制作级视频

2695 productivity  n. 生产率,生产能力

2696 professional  a. 职业的,专业的; n. 专业人员

2697 profile  n. 侧面,轮廓,人物素描; v. 描绘...轮廓,评论人物; n. 概要,人物简介

2698 profiling  程序概要分析

2699 program  n. 节目,程序,计划; v. 规划,拟...计划,制作节目

2700 programmable  可编程的

2701 programmer  n. 程序员,程序规划员

2702 programming  n. 规画,设计; vbl. 规画,设计

2703 progress  n. 进步,发展,前进; v. 促进,进步,进行

2704 project  n. 工程,项目,计划,事业; v. 计划,设计,表达; v. 投射,放映,凸出

2705 project plan  项目规划，工程计划

2706 projection  n. 发射,计画,突出部分

2707 projector  n. 放映机(探照灯,发射装置,设计者,制图投射线)

2708 prologue  n. 开场白,序言,序幕; v. 说开场的,加上...前言

2709 promote  v. 促进,提升,升迁,促销

2710 prompt  n. 提示; a. 迅速的,敏捷的,立刻的; vt. 激起,促进,推动

2711 prompt command  提示命令

2712 prompting  n. 刺激,激励,暗示
2713 proof  a. 防...的,耐...的; n. 校样,证据,证明; v. 检验,校对; vt. 检验

2714 proper  a. 适当的,正确的,合适的,正当的,规矩的

2715 properly  ad. 适当地,相当地,当然地

2716 property  n. 财产,性质

2717 proportion  n. 比例,均衡,部份

2718 proprietary  a. 专利的(所有的); n. 所有权(所有人)

2719 protect  v. 保护

2720 protected  受保护的

2721 protected mode  保护模式

2722 protection  n. 保护

2723 protocol  n. 草案, 协议,礼仪; vt 拟定议定书

2724 prototype  n. 原型

2725 prove  v. 证明,查验,显示

2726 PrtSc  (print screen)打印屏幕

2727 pruning  修剪

2728 pseudo  假的,冒充的

2729 public  a. 公共的,公众的; n. 公众,民众

2730 public domain  公共领域

2731 publication  n. 出版,发行,出版物,公布,发表

2732 publish  v. 出版; vt. 出版,发行

2733 publisher  n. 出版者,发行人

2734 puck  圆盘

2735 pulldown  折叠式的

2736 pull-down menu  下拉菜单

2737 pulse  n. 脉冲,脉波,脉搏; v. 跳动,脉跳

2738 punch  n. 打洞器,钻孔机,殴打; v. 以拳重击,开洞,剪票; n. 酒、水、糖等制成的鸡尾酒

2739 punctuation  n. 标点

2740 purchase  n. 购买,购买的物品; v. 购买

2741 pure  a. 纯的,纯洁的,纯理论的,抽象的,完全的

2742 pure code  纯代码

2743 purge  n. 整肃,清除,泻药; v. 清除,泻,整肃

2744 purpose  n. 目的,意图

2745 push  n. 推,奋力,决心; v. 推,挤,逼迫

2746 push-button  adj．用按钮操纵的

2747 pyramid  n. 金字塔

2748 quad  n. 四边形(象限,四倍,四心线组,嵌块); vt 用空铅填

2749 quadrant  象限

2750 quad-speed drive  四倍速驱动器

2751 qualifier  n. 给与资格的人,限定物,限定句

2752 qualify  v. 取得资格,有资格

2753 quality  n. 品质,特质,才能

2754 quantity  n. 量,数量,大量

2755 quantization  量子化,数字化

2756 quantize  量化,数字转换

2757 quantizer  量化器,数字转换器

2758 quantizing noise  量化噪声

2759 quantum  n. 分配量,额,量

2760 quark  夸克

2761 quartet  n. 四重奏

2762 query  n. 疑问,疑问号,质问; v. 问

2763 question  n. 问题,疑问,疑问句; v. 询问,审问,怀疑

2764 questionary  调查表

2765 queue  n. 行列,长队; v. 排队; vi. 排长队

2766 quick  a. 快的,迅速的; ad. 快,迅速地; n.皮下（尤指指甲下）细嫩或敏感的肉；活肉

2767 quiescing  停顿

2768 quiet  n. 安静,闲适,平静; a. 安静的,静止的,宁静的; v. 静止,使...减少,使...安心

2769 quinary  五进制的,第五位的

2770 quintet  五位字节

2771 quit  v. 离开,辞职,停止

2772 quotation  n. 1．引语,语录; 2．报价单; 3．行情表

2773 quotation marks  引号

2774 quote  n. 引用; v. 引述,举证,报价

2775 quotient  n. 商

2776 radar  n. 雷达

2777 radian  弧度

2778 radiate  v. 放射,散发,辐射

2779 radix  基数,根

2780 ragged  a. 衣衫褴褛的,粗糙的,刺耳的

2781 rail  n. 栏杆,铁轨,扶手; v. 以横木围栏,铺铁轨

2782 raise  n. 上升,高地,增高; v. 升起,举起,饲养

2783 ram  (random access memory)随机存取存储器

2784 RAM cache  RAM 高速缓存

2785 random  n. 随意,任意; a. 任意的,随便的,胡乱的

2786 randomness  随机性

2787 range  n. 范围,行列,射程; v. 排列,归类于,延伸; n. 山脉

2788 rank  n. 排名,等级,军衔,阶级; a. 繁茂的,恶臭的,讨厌的; v. 排列,归类于,列于

2789 rapid  a. 迅速的,飞快的,急促的

2790 raster  光栅,扫描线

2791 rate  n. 比率,等级,价格; v. 估价,认为,检定等级

2792 rated  额定的

2793 rating  n. 等级

2794 ratio  n. 比,比率

2795 rational  a. 合理的,理性的; n. 有理数

2796 raw  a. 生的

2797 reach  n. 延伸,范围,河段; v. 到达,伸出,延伸

2798 reactivate  v. 使恢复现役,再开工

2799 read  读,阅读,看懂,理解

2800 readability  可读性

2801 readable  a. 值得一读的,易读的,读起来津津有味的

2802 reader  n. 读物,读本,读者

2803 readily  ad. 不迟疑地,迅速地,轻易地

2804 reading  a. 阅读的; n. 阅读

2805 readme  自述文件

2806 read-only file  只读文件

2807 read-write  读写

2808 ready  a. 准备好的,乐意的,情愿的

2809 real  a. 实际的,现实的,真的,真实的

2810 reallocation  重新分配

2811 realm  n. 王国,领域

2812 real-time  a.实时的
2813 reappear  v. 再出现; 再现

2814 rear  n. 后面,背后; a. 后面的,背面的,后方的; v. 养育,饲养,举起

2815 rearrange  v. 重新安排（某物）; 改变（某物）的秩序

2816 reason  n. 理由,原因,理智,理性; v. 说服,推论,下判断

2817 reasoning  n. 推论,推理,论证; vbl. 说服,推论

2818 reassemble  重装，再汇编

2819 rebinding  重新连接

2820 reboot  再引导

2821 rebuild  v. 再建,改建,重建

2822 recalibrate  重校

2823 recall  n. 回忆,召回,取消; v. 回想起,召回,恢复

2824 receipt  n. 收据

2825 receive  v. 收到,接受,迎接

2826 receiver  n. 接收器,收款员,接待者

2827 receiving  接收(的)

2828 receptacle  n. 容器

2829 recharge  再充电

2830 recipe  n. 食谱,处方,秘诀

2831 recipient  n. 接受者,收信人

2832 reciprocal  a. 相互的,互惠的; [数］n. 倒数

2833 reclaim  v. 开垦,纠正,收回

2834 reclaimer  回收程序

2835 recognition  n. 认出,承认

2836 recognize  v. 认出,认可,承认

2837 recommend  v. 建议,推荐,劝告,介绍

2838 recompile  重编译

2839 reconciliation  n. 调和(和解,一致,甘愿)

2840 reconfiguration  重新配置，再组和

2841 reconstruct  v. 重建,改造,复兴

2842 record   记录,唱片,履历; v. 记录,将(声音等)录下

2843 recorder  n. 录音机; 直笛，又称木笛、竖笛或牧童笛

2844 recording  a. 记录的,记录用的; n. 录音

2845 recover  v. 恢复,复原,补偿

2846 recoverable  可恢复的

2847 recovery  n. 恢复,复原,痊愈

2848 rectangle  n. 长方形,矩形

2849 rectangular  n. 矩形

2850 recursion  循环,递归

2851 redefine  重新定义

2852 redirect  a. 再直接的; v. 重新传入,重新寄送

2853 redirection  n. 转移呼叫

2854 redisplay  重新显示

2855 redo  重做

2856 redraw  重画，刷新屏幕

2857 reduce  v. 减少,分解,减低

2858 reduction  n. 减少,缩小

2859 redundancy  n. 冗余

2860 redundant  a. 多余的

2861 reel  n. 卷筒,线轴; v. 卷,绕; vi. 眩晕,蹒跚; vt. 卷

2862 reenter  重入

2863 reenterable  可重入的

2864 reentrant  再重入的,再进入的

2865 reevaluate  vt.重新评价

2866 refer  v. 把…提交,谈及,谘询,参考

2867 reference  n. 参考,出处,参照

2868 reference manual  参考手册

2869 referral  1. 提及;参考; 2. 推荐;介绍;指点; 3. 被推荐人;(经介绍)转诊病人

2870 refinement  n. 精致,高尚,精巧

2871 reflect  v. 反映,归咎

2872 reflection  n. 反映,沉思,映像

2873 reflow  回流

2874 refraction  n. 折光,折射

2875 refresh  v. 使...生气蓬勃,提起精神,恢复精神

2876 regardless  a. 不管,不注意,不顾

2877 regenerate  vt. 再生(回收,革新); a. 再生的(更新的,革新的)

2878 regeneration  n. 再生,重建

2879 region  n. 地区,地域,地带

2880 register  v. 记录,登记,注册,挂号; n. 暂存器,记录,登记簿

2881 registration  n. 登记,注册

2882 regression  n. 复原,逆行,退步

2883 regular  a. 有规律的,有规则的,整齐的,正规的

2884 regular-mail  普通邮件

2885 regulation  n. 规则,规章

2886 regulator  n. 调整者,取缔的人,调整器

2887 rehabilitation  n. 复原

2888 reinstall  重新安装，重新设置

2889 reinstate  v. 恢复(原职); vt. 使恢复原有的职位

2890 reject  n. 被拒之人,不合格品,不及格者; v. 拒绝,驳回,丢弃

2891 related  a. 有关系的,有关联的; v. 讲,有关系; vbl. 讲,有关系

2892 related file  相关文件

2893 relation  n. 关系,家人,亲戚,叙述,陈述

2894 relational  关系的,相关的

2895 relative  a. 相对的,比较的; n. 亲戚,亲属

2896 release  n. 释放,让渡,发行; v. 释放,让与,准予发表

2897 relevant character  相关字符

2898 reliability  n. 可靠性

2899 reload  再装入

2900 relocate  v. 重新装置,再配置,放在新地方

2901 remain  v. 保持,依然,剩余,留下，逗留; n.遗迹，剩余物，残骸

2902 remainder  n. 剩余物,其他的人,残余; v. 廉价出售

2903 remaining  a.剩余的

2904 remark  n. 备注,评论,注意; v. 评论,注意,述及

2905 remember  v. 记得,记忆

2906 remote  a. 偏僻的,遥远的,远程的

2907 remotely  远程地

2908 removal  n. 移动,移居,除去

2909 remove  n. 距离; v. 除去,迁移,开除

2910 rename  v.重新命名

2911 render  vt. 提供,报答,着色,致使; vi. 给予补偿; n. 交纳, 粉刷, 打底

2912 rendering  n. 翻译,表现,描写
2913 rendezvous  n. 约会,约会地点

2914 renovate  v. 更新,革新,刷新

2915 rent  n. 租金; v. 租; vi. 出租; vt. 出租,租用

2916 reorder  重新排序,再定购

2917 reorganization  n. 改组,再编制,改造

2918 repaginate  重编页码

2919 repaint  v. 重画

2920 repair  n. 修理,补救; v. 修理,补救,补偿

2921 repeat  n. 重复,反复; v. 重复,复述,复诵

2922 repeatability  可重复性

2923 repeated  a. 重复的,再之的; v. 重复,复述; vbl. 重复,复述

2924 repeatedly  ad. 重复地；一再

2925 repeater  中继器,转发器

2926 reperforator  复穿孔机

2927 repertory  n. 仓库(积贮,全部剧目)

2928 repetition  n. 重复,反复

2929 repetitive  a. 重复的

2930 replace  v. 取代

2931 replaceable  可置换的

2932 replacement  n. 交换,更换,代替者

2933 replan  重新计划

2934 replay  v. 重新比赛,重演; n. 重赛

2935 replica   n. 复制品

2936 replicate  v. 折叠,复制,模写; n. 八音阶间隔的反复高低音

2937 replication  n. 复制

2938 replicator  复制器

2939 reply  v.&n. 回答,答复

2940 report  n. 报告,报导,成绩单; v. 报告,报导,记录

2941 repository  n. 贮藏室(博物馆,资源丰富地区)

2942 represent  vt. 表现,表示,描绘,代表; vi. 提出异议

2943 representation  n. 表示法,表现,陈述，答辩

2944 representative  n. 代表,众议员,典型; a. 代表性的,代议制的,典型的

2945 reproduce  v. 再生,复制,生殖

2946 reproducer  扬声器，复制器，再生器

2947 request  n. 要求,请求; vt. 请求,要求

2948 require  v. 需要,要求

2949 required  必需的

2950 requirement  n. 要求

2951 reread  v. 重读,再读

2952 rerun  重新运行,再运行

2953 resample  重新采样

2954 resend  再发送

2955 reservation  n. 预定

2956 reserve  n. 预备品,贮存,预备舍; vt. 保留,预订,延期

2957 reserved  v. 保留(预定,推迟); a. 保留的(预订的,冷淡的,缄默)

2958 reset  n. 重新设定,重新组合; v. 重新设定,重新放置,重新组合

2959 reshape  v. 改造,使成新的形状,打开新局面

2960 reside  v. 住,居留,属于

2961 resident  a. 居住的; n. 居民

2962 residual  a. 残余的,剩余的

2963 resistance  n. 抵抗力,反抗,反抗行动;阻力,电阻;反对
